tcode,description,module,status,replacement,replacement_type,sap_reference,delta_note,review_status,source_item,source_page
FLQC13,,FI-TRM,replaced,,none,"S4TWL - CASH MANAGEMENT - GENERAL (S4TWL item 6.11.17, SAP Note 2270400)",FLQC13 goes with the Liquidity Planner. In S/4HANA the equivalent calculation and assignment logic is built into the new cash management instead.,reviewed,6.11.17,447
FLQC13F,,FI-TRM,replaced,,none,"S4TWL - CASH MANAGEMENT - GENERAL (S4TWL item 6.11.17, SAP Note 2270400)","Removed with the Liquidity Planner toolset. FLQC13F is not carried over, and actual-liquidity handling is redesigned in SAP S/4HANA Finance for cash management.",reviewed,6.11.17,447
FLQC1A,,FI-TRM,replaced,,none,"S4TWL - CASH MANAGEMENT - GENERAL (S4TWL item 6.11.17, SAP Note 2270400)","When Liquidity Planner retires, FLQC1A retires with it. Its territory is covered by the redesigned actual-liquidity functions in the new cash management.",reviewed,6.11.17,447
FLQC2,,FI-TRM,replaced,,none,"S4TWL - CASH MANAGEMENT - GENERAL (S4TWL item 6.11.17, SAP Note 2270400)","This Liquidity Planner code ends in S/4HANA. Actual liquidity calculation moves into the new cash management in redesigned form, so plan configuration work rather than a straight swap.",reviewed,6.11.17,447
FLQC20,,FI-TRM,replaced,,none,"S4TWL - CASH MANAGEMENT - GENERAL (S4TWL item 6.11.17, SAP Note 2270400)","The final member of the Liquidity Planner set in this list. FLQC20 is retired, and its function is redesigned inside SAP S/4HANA Finance for cash management.",reviewed,6.11.17,447
FMADB_CREATE_FYV,,IND-Public Sector,deleted,,none,"S4TWL - Functionality Average Daily Balance-based Distribution (S4TWL item 13.14.11, SAP Note 2270466)",,pending,13.14.11,1288
FMADB_CUSTOM,,IND-Public Sector,deleted,,none,"S4TWL - Functionality Average Daily Balance-based Distribution (S4TWL item 13.14.11, SAP Note 2270466)",,pending,13.14.11,1288
FMADB_POST,,IND-Public Sector,deleted,,none,"S4TWL - Functionality Average Daily Balance-based Distribution (S4TWL item 13.14.11, SAP Note 2270466)",,pending,13.14.11,1288
FMADB_TRACE,,IND-Public Sector,deleted,,none,"S4TWL - Functionality Average Daily Balance-based Distribution (S4TWL item 13.14.11, SAP Note 2270466)",,pending,13.14.11,1288
FMEUFDD,,IND-Public Sector,deleted,,none,"S4TWL - Expenditure Certification (S4TWL item 13.14.4, SAP Note 2270418)",,pending,13.14.4,1278
FMEUFLP1,,IND-Public Sector,deleted,,none,"S4TWL - Expenditure Certification (S4TWL item 13.14.4, SAP Note 2270418)",,pending,13.14.4,1278
FMEUFLP2,,IND-Public Sector,deleted,,none,"S4TWL - Expenditure Certification (S4TWL item 13.14.4, SAP Note 2270418)",,pending,13.14.4,1278
FMHIE_CHANGE,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_CHKINCONDATA,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_CHKINCONDISTR,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_COPY,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_DELETE,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_DISPLAY,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_EXPORT,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_GENERATION,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_HIEID,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FMHIE_IMPORT,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for BCS Multi-level Budget Structure (S4TWL item 13.14.7, SAP Note 2270464)",,pending,13.14.7,1282
FPS0,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
FRML02,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
FRML03,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
FRML04,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
GDP_MM_EKKO_WRITE,,IND-Aerospace and Defense,deleted,,none,"S4TWL - Obsolete transactions and Enhancements in GPD (S4TWL item 13.1.8, SAP Note 2445653)",,pending,13.1.8,1038
GENC,,PLM,deleted,,none,"S4TWL - Classification (S4TWL item 10.4.9, SAP Note 2267878)",,pending,10.4.9,927
IAC,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
IMG,,MDM,deleted,,none,"S4TWL - Business Partner Hierarchy Not Available (S4TWL item 5.1.19, SAP Note 2409939)",,pending,5.1.19,121
IQS8,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
IQS8WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
IQS9,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
IQS9WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
ISA,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
ISAUTO_SICASN1,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICASN2,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICASN3,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICASN4,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICBC,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICCO,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICDDL1,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICENG,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICIV,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICJIT,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICPDI,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICPH,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICPI,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICRL,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICRLRD,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICRPM,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISAUTO_SICSR,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISA_CAT_REPLICATION,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
ISA_CAT_REPL_DELETE,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
ISA_SICALERT,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISA_SICKANBAN,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_CP,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_CS,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_ESP,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_OEPM,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_POD,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_PUL,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_SM,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_SUMJIT,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIPI_TRACK,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISIT_PR,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISI_BCI,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISI_BCO,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISI_POD,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
ISI_PR,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
KA01,,CO,deleted,,none,"S4TWL - COST ELEMENTS (S4TWL item 6.5.5, SAP Note 2270419)","Creating a primary cost element is now a G/L account task. The account master carries the cost element category in S/4HANA, so KA01 is retired and you work in G/L account maintenance instead.",reviewed,6.5.5,327
KA02,,CO,deleted,,none,"S4TWL - COST ELEMENTS (S4TWL item 6.5.5, SAP Note 2270419)","Editing cost elements moves into G/L account maintenance, where the account master now holds the cost element category. KA02 is removed, so any changes you used to make there happen on the account.",reviewed,6.5.5,327
KA03,,CO,deleted,,none,"S4TWL - COST ELEMENTS (S4TWL item 6.5.5, SAP Note 2270419)","To look up a cost element, open the G/L account instead. Separate cost element master data ends in S/4HANA, taking KA03 with it, and the account master shows the cost element category.",reviewed,6.5.5,327
KA06,,CO,deleted,,none,"S4TWL - COST ELEMENTS (S4TWL item 6.5.5, SAP Note 2270419)","Secondary cost elements are created as G/L accounts now, using the new account types for secondary costs. KA06 is retired, and the whole maintenance flow sits in G/L account maintenance.",reviewed,6.5.5,327
KB11N,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","Keep using KB11N as you do today. It appears in the simplification item only as the covering transaction for the retired parallel ABC variant KB11NP, not as a removal.",reviewed,6.5.2,320
KB11NP,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","The parallel ABC variant KB11NP goes away. Post through KB11N instead, where the business process is a standard account assignment, since delta-version ABC does not exist in S/4HANA.",reviewed,6.5.2,320
KB13N,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","No action needed on your side for KB13N. It appears in the Simplification List only as the covering transaction for the retired KB13NP parallel ABC variant, and continues unchanged itself.",reviewed,6.5.2,320
KB13NP,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","KB13NP disappears together with parallel Activity-Based Costing on delta versions. Its work folds into KB13N, where the business process is handled as a standard account assignment.",reviewed,6.5.2,320
KB14N,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","You will find KB14N in the Simplification List, but only because it absorbs its retired parallel ABC variant KB14NP. The transaction itself stays current in S/4HANA.",reviewed,6.5.2,320
KB14NP,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","This parallel ABC posting variant is retired. Use KB14N, which treats the business process as a normal account assignment, because delta versions and parallel ABC are gone from S/4HANA.",reviewed,6.5.2,320
KB21N,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","KB21N carries on unchanged. Its Simplification List entry exists only to cover the removal of the parallel ABC variant KB21NP, so treat the listing as informational.",reviewed,6.5.2,320
KB21NP,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","Posting through the KB21NP parallel ABC variant ends in S/4HANA. Switch to KB21N, where the business process is simply a standard account assignment on the posting.",reviewed,6.5.2,320
KB23N,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","There is no change to KB23N itself. The Simplification List names it as the successor that covers the retired KB23NP variant, and only the parallel ABC side disappears.",reviewed,6.5.2,320
KB23NP,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","With delta versions gone entirely, the KB23NP variant has no purpose left. Its postings move to KB23N as standard account assignments on the business process.",reviewed,6.5.2,320
KB24N,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","KB24N remains a current transaction. It is listed in the simplification item purely as cover for KB24NP, the parallel ABC variant that is being retired.",reviewed,6.5.2,320
KB24NP,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","One less code to remember here. KB24NP is retired with parallel Activity-Based Costing, and KB24N handles the same posting with the business process as a standard account assignment.",reviewed,6.5.2,320
KE27,,CO,deleted,,none,"S4TWL - Profitability Analysis (S4TWL item 6.5.11, SAP Note 2349278)","Periodic valuation as KE27 ran it belongs to costing-based CO-PA and has no counterpart in Margin Analysis. SAP's direction is to cover the requirement in Margin Analysis, paired with event-based revenue recognition, and keep costing-based CO-PA switched off where you can.",reviewed,6.5.11,351
KK16,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","If you changed cost object plans by cost element and activity in KK16, that planning object no longer exists. S/4HANA drops general cost objects altogether, and internal orders or product cost collectors take their place.",reviewed,6.5.3,324
KK17,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","There is nothing left for KK17 to display. Cost object planning disappears with general cost objects, which S/4HANA does not support, so plan on internal orders or product cost collectors instead.",reviewed,6.5.3,324
KK46,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Planning statistical key figures on cost objects stops with KK46, because the general cost object is removed from S/4HANA. Internal orders or product cost collectors are where SAP expects that planning to live now.",reviewed,6.5.3,324
KK47,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","The display side of statistical key figure planning for cost objects goes too. With general cost objects removed, KK47 has nothing to show, and the equivalent view sits on internal orders or product cost collectors.",reviewed,6.5.3,324
KK88,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Settling cost objects is no longer a task in S/4HANA. KK88 disappears with the general cost object itself, so settlements run on internal orders or product cost collectors from now on.",reviewed,6.5.3,324
KK89,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Collective settlement of cost objects ends along with the objects being settled. If your period close ran KK89, that step drops out and the equivalent work happens on internal orders or product cost collectors.",reviewed,6.5.3,324
KKB4,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","Itemisation display for base planning objects goes when reference and simulation costing does. S/4HANA drops the whole scope, so use CKECP for ad hoc cost estimates and CKUC for multilevel material estimates, and get the old code taken out of your roles.",reviewed,6.5.7,332
KKBC_HOE,,CO,deleted,,none,"S4TWL - Summarization Hierarchies in Controlling (S4TWL item 6.5.12, SAP Note 2349282)","Your summarisation hierarchy report changes shape. KKBC_HOE and its pre-aggregated totals give way to KKBC_HOE_H, which aggregates the KKR0 hierarchy at runtime, though target costs and variances need pre-calculating via KKS1 or KKS1H.",reviewed,6.5.12,356
KKBC_HOE_H,,CO,available,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)",,reviewed,6.5.3,324
KKBC_KTR,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Cost object analysis via KKBC_KTR has no successor screen, because the objects it analysed are gone. Reporting shifts to internal orders or product cost collectors, with runtime order hierarchies covering aggregation.",reviewed,6.5.3,324
KKC1,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","You cannot create general cost objects in S/4HANA, so KKC1 goes with them. Set up internal orders or product cost collectors for anything you would have modelled this way.",reviewed,6.5.3,324
KKC2,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Changing a general cost object is off the table, since the object type itself is removed. KKC2 ends, and ongoing maintenance happens on internal orders or product cost collectors instead.",reviewed,6.5.3,324
KKC3,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","With general cost objects removed from S/4HANA, KKC3 has nothing to display. Whatever you tracked on them needs re-modelling as internal orders or product cost collectors.",reviewed,6.5.3,324
KKC4,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Creating cost object plans stops here. General cost objects are not part of S/4HANA, so KKC4 is retired and planning moves to internal orders or product cost collectors.",reviewed,6.5.3,324
KKC5,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Cost object plan changes and line item views end with KKC5, because S/4HANA drops general cost objects entirely. Internal orders or product cost collectors carry that planning going forward.",reviewed,6.5.3,324
KKC6,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Displaying cost object plans is no longer possible once general cost objects are removed. KKC6 goes, and the equivalent plan views live on internal orders or product cost collectors.",reviewed,6.5.3,324
KKC7,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Cost-object product groups cannot be created in S/4HANA. KKC7 is removed with the whole general cost object scope, and internal orders or product cost collectors are the replacement pattern.",reviewed,6.5.3,324
KKC8,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Editing cost-object product groups ends when the underlying objects do. KKC8 disappears, so any grouping you relied on needs rebuilding around internal orders or product cost collectors.",reviewed,6.5.3,324
KKC9,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","The display transaction for cost-object product groups falls away with the rest of the general cost object scope. KKC9 is gone, and reporting moves onto internal orders or product cost collectors.",reviewed,6.5.3,324
KKE1,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","You can no longer create base planning objects, as reference and simulation costing is not supported in S/4HANA. CKECP covers ad hoc cost estimates and CKUC covers multilevel material cost estimates instead.",reviewed,6.5.7,332
KKE2,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","Changing base planning objects ends with the reference and simulation costing scope. KKE2 is removed, so switch to CKECP for quick estimates or CKUC for multilevel material costing.",reviewed,6.5.7,332
KKE3,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","Base planning objects cannot be displayed once the scope is removed. KKE3 goes, with CKECP and CKUC named as the alternatives, and SAP advises removing the old codes from roles.",reviewed,6.5.7,332
KKEB,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","Revaluing base planning objects is finished in S/4HANA. The reference and simulation costing scope ends entirely, and CKECP or CKUC is where the equivalent estimating work happens.",reviewed,6.5.7,332
KKEC,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","Comparing a base planning object against other unit cost estimates is no longer possible, because base planning objects themselves are removed. Ad hoc comparisons move to CKECP, with CKUC for multilevel material estimates.",reviewed,6.5.7,332
KKED,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)",The costed multilevel BOM explosion for base planning objects disappears with the objects. Use CKUC for multilevel material cost estimates and CKECP when you need a quick ad hoc estimate.,reviewed,6.5.7,332
KKH1,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Cost object groups cannot be created any more, since the objects they grouped are removed from S/4HANA. KKH1 ends, and internal orders or product cost collectors take over.",reviewed,6.5.3,324
KKH2,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Maintaining cost object groups stops with KKH2. General cost objects are out of scope in S/4HANA, so re-model the structure on internal orders or product cost collectors.",reviewed,6.5.3,324
KKH3,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Viewing cost object groups is finished once the group concept goes. KKH3 is removed with the general cost object scope, and equivalent structures sit on internal orders or product cost collectors.",reviewed,6.5.3,324
KKN1,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Revaluing cost objects at actual prices ends in S/4HANA. KKN1 disappears with general cost objects, so run that revaluation logic on internal orders or product cost collectors instead.",reviewed,6.5.3,324
KKN2,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","The collective revaluation run for cost objects goes the same way as the objects themselves. KKN2 is removed, and internal orders or product cost collectors carry actual-price revaluation now.",reviewed,6.5.3,324
KKP2,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Hierarchy master records are a thing of the past. KKP2 goes because order hierarchies in S/4HANA are derived on the fly from order master fields, with no master record to maintain.",reviewed,6.5.3,324
KKP4,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","There is no hierarchy master left for KKP4 to display. Order hierarchies are now built dynamically from order master data, so the display transaction is retired.",reviewed,6.5.3,324
KKPH,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Collective entry for general cost objects ends when the object type does. KKPH is removed, and S/4HANA expects internal orders or product cost collectors in its place.",reviewed,6.5.3,324
KKPHIE,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Cost object hierarchy processing is removed outright. Instead of KKPHIE, build order hierarchies with KKR0 and analyse them at runtime through KKBC_HOE_H.",reviewed,6.5.3,324
KKPJ,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","The collective overhead allocation run for cost objects drops out of S/4HANA along with the objects themselves. Where KKPJ ran in your close, overhead now applies to internal orders or product cost collectors.",reviewed,6.5.3,324
KKPZ,,CO,deleted,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)","Overhead allocation for cost objects ends here, because general cost objects are not supported in S/4HANA. Move that allocation onto internal orders or product cost collectors.",reviewed,6.5.3,324
KKR0,,CO,available,,none,"S4TWL - GENERAL COST OBJECTS AND COST OBJECT (S4TWL item 6.5.3, SAP Note 2270411)",,reviewed,6.5.3,324
KKRC,,CO,deleted,,none,"S4TWL - Summarization Hierarchies in Controlling (S4TWL item 6.5.12, SAP Note 2349282)","Your period-close data collection run disappears, and not because it moved. KKBC_HOE_H now aggregates the hierarchy on the fly, so KKRC has no job left, though you need KKS1 or KKS1H to calculate target costs and variances beforehand.",reviewed,6.5.12,356
KSC1-3,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","These codes are current in S/4HANA. They appear in the dataset because the Simplification List names KSC1 to KSC3 as successors to the retired CP* activity-based costing transactions, so keep using them as normal.",reviewed,6.5.2,320
