tcode,description,module,status,replacement,replacement_type,sap_reference,delta_note,review_status,source_item,source_page
RMMDVL20,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
RMMDVM10,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
RMMDVM20,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
RMSL02,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
RMSL03,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
RMSTAT,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
RMWB,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
RWB2B001,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","The trading contract document overview report is obsolete. Its transaction WB24 maps to WBRR, running report RWB2BREL, on GTM's simplified data model.",reviewed,6.6.2,376
RWB2B006,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)",Obsolete with no successor named. The trading contract financial documents report ends as GTM moves to its rebuilt data model in S/4HANA.,reviewed,6.6.2,376
RWB2BM,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Read this as RWB2BMAS cut short by a line wrap. That mass processing report sits on the successor side of the GTM mapping, under transaction WB24N, rather than being a removal.",reviewed,6.6.2,376
RWB2BRE,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Best read as a truncated RWB2BREL. That report is the successor for follow-on document processing in GTM, so this entry is successor-side rather than a removal.",reviewed,6.6.2,376
RWB2DI001,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Differential invoicing left GTM some time ago. This report belongs to that removed capability, which moved to Commodity Management back in ERP EHP7.",reviewed,6.6.2,376
RWB2DI002,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Part of GTM differential invoicing, which is removed. Commodity Management has carried differential invoicing since ERP EHP7, and that is where the capability lives in S/4HANA.",reviewed,6.6.2,376
RWB2DI003,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)",Removed along with GTM differential invoicing. The function itself moved across to Commodity Management as far back as ERP EHP7.,reviewed,6.6.2,376
RWB2DI004,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Another of the GTM differential invoicing reports that end in S/4HANA. Look to Commodity Management, which took over differential invoicing in ERP EHP7.",reviewed,6.6.2,376
RWLF10,,SD,replaced,,none,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
RWLF1051,,SD,replaced,,none,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
SEM,,IND-Banking,replaced,,none,"S4TWL - SEM Banking (S4TWL item 13.3.2, SAP Note 2270318)",,pending,13.3.2,1083
SER,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)",Very likely a fragment from the item's successor table rather than a genuine transaction code. Verify against the Simplification List before treating this as a real removal.,reviewed,6.6.2,376
SIC_MA,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
SIC_MD,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
SIS,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
SMP,,IND-High Tech,replaced,,none,"S4TWL - Software Maintenance Processing (S4TWL item 13.8.7, SAP Note 2270852)",,pending,13.8.7,1117
SPC,,IND-High Tech,deleted,,none,"S4TWL - Manufacturing Execution Systems (S4TWL item 13.8.2, SAP Note 2383042)",,pending,13.8.2,1112
STEP10,,PLM,deleted,,none,"S4TWL - DMS - STEP Support (S4TWL item 10.4.23, SAP Note 2267870)",,pending,10.4.23,946
STEP20,,PLM,deleted,,none,"S4TWL - DMS - STEP Support (S4TWL item 10.4.23, SAP Note 2267870)",,pending,10.4.23,946
S_AL0_96000015,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_ALR_87012215,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)",Change document reporting on credit data retires together with the old KNKK and KNKA tables it read. Equivalent tracking happens inside SAP Credit Management on the business partner.,reviewed,6.3.1,268
S_ALR_87012218,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)",The credit master sheet is replaced by business partner centred credit profile views in SAP Credit Management. The old report goes with the FI-AR-CR component.,reviewed,6.3.1,268
S_ALR_87013028,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","This overview report loses its subject matter, since base planning objects do not exist in S/4HANA. Estimating work moves to CKECP and CKUC, and the report should come out of your roles.",reviewed,6.5.7,332
S_ALR_87013029,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","The where-used list for base planning objects is retired with the objects it listed. Reference and simulation costing is not supported in S/4HANA, so look to CKECP and CKUC for the estimating side.",reviewed,6.5.7,332
S_ALR_87013036,,CO,deleted,,none,"S4TWL - Reference and Simulation Costing (S4TWL item 6.5.7, SAP Note 2349294)","Multilevel explosion reporting on base planning objects ends here. With the whole reference and simulation costing scope removed, CKECP and CKUC are the recommended routes for cost estimates.",reviewed,6.5.7,332
S_ALR_87100621,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_ALR_87100718,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_ALR_87100771,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_ALR_87100775,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_ALR_87100776,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_ALR_87100782,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_ALR_87100834,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_EB5_05000537,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000608,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000609,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000612,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000660,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000669,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000670,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000679,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000680,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000691,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000692,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EB5_05000762,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBJ_98000052,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBJ_98000078,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBJ_98000092,,CROSS,deleted,,none,"S4TWL - SD – FI/CA Integration with distributed systems (S4TWL item 3.1.5, SAP Note 2267400)",,pending,3.1.5,39
S_EBS_44000154,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBS_44000345,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBS_44000346,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBS_44000415,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBS_44000421,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBS_44000427,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBS_44000505,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_EBS_44000536,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
S_P00_07000122,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
S_P00_07000322,,HR,deleted,,none,"S4TWL - CATSXT (S4TWL item 7.1.8, SAP Note 3150537)",,pending,7.1.8,472
TBC001,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
TBD001,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
TCLSVERS,,IND-Automotive,replaced,,none,"S4TWL - Material Version (S4TWL item 13.2.5, SAP Note 2270398)",,pending,13.2.5,1053
TKA3A,,CO,deleted,,none,"S4TWL - COST ELEMENTS (S4TWL item 6.5.5, SAP Note 2270419)","This is a table name, not a transaction, and it was picked up from the item text by mistake. TKA3A is where default account assignments now live in S/4HANA, viewed through OKB9, so treat this record as informational rather than a removal.",reviewed,6.5.5,327
TREX,,CROSS,deleted,,none,"S4TWL - Webshops by Internet Sales or Web Channel Experience (S4TWL item 3.1.4, SAP Note 2271161)",,pending,3.1.4,37
UAMO,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
UAMO_REPORTING,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
UAST,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
UA_CE_REPORT,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
UA_DATABASIS,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
UA_IMG,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
UA_STRUC_MAINT1,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
V-04,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
V-05,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
V-06,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
V-07,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
V-08,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
V-09,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
V-11,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VA06,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
VACB,,IND-Public Sector,deleted,,none,"S4TWL - Advanced Order Processing and Billing for Contractors to the (S4TWL item 13.14.2, SAP Note 2267350)",,pending,13.14.2,1276
VAP1,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VAP2,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VAP3,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VBO1,,SD,replaced,,none,"S4TWL - SD Rebate Processing replaced by Settlement Management (S4TWL item 11.1.14, SAP Note 2267377)",,pending,11.1.14,1015
VBSY,,IND-High Tech,deleted,,none,"S4TWL - Software License Management (S4TWL item 13.8.11, SAP Note 2270848)",,pending,13.8.11,1120
VD01,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VD02,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VD03,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VD05,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VD06,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
VE85,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","VE85 belongs to the old SD Foreign Trade maintenance and reporting set, none of which ships with S/4HANA. Its territory is covered by the redesigned International Trade functions and SAP GTS.",reviewed,6.6.1,368
VE86,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","One of the legacy foreign trade reporting codes retired with SD-FT. Commodity code classification, Intrastat and legal control now live in International Trade instead.",reviewed,6.6.1,368
VE87,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Retired along with the rest of the SD-FT toolset. If VE87 was part of your routine, the equivalent capability sits in S/4HANA International Trade, with SAP GTS handling preference and import and export management.",reviewed,6.6.1,368
VE88,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Gone with the SD Foreign Trade module it belonged to. The replacement functions are redesigned in International Trade rather than carried over code for code.,reviewed,6.6.1,368
VE89,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","SD Foreign Trade takes VE89 with it when it leaves. Look to International Trade in S/4HANA for the redesigned Intrastat, legal control and classification functions.",reviewed,6.6.1,368
VEBE,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","This maintenance code retires as part of the SD-FT scope. S/4HANA replaces the module wholesale with International Trade, supported by SAP GTS for import and export management.",reviewed,6.6.1,368
VECZ,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Withdrawn together with SD Foreign Trade. The redesigned classification, Intrastat and legal control functions in International Trade cover the ground VECZ used to.",reviewed,6.6.1,368
VEHU,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Not carried into S/4HANA. VEHU is one of the SD-FT maintenance and reporting transactions whose work now happens in the International Trade functions and SAP GTS.,reviewed,6.6.1,368
VEI3,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",The SD-FT reporting set that included VEI3 does not survive the move to S/4HANA. Equivalent reporting is part of the redesigned International Trade scope.,reviewed,6.6.1,368
VEIA,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Removed as part of the foreign trade clean-out. SD-FT is not in S/4HANA, and VEIA's ground is covered by International Trade and SAP GTS.",reviewed,6.6.1,368
VEIB,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Like the rest of the old foreign trade codes, VEIB ends with SD-FT. Pick up the equivalent work in S/4HANA International Trade.",reviewed,6.6.1,368
VEPL,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Dropped with the SD-FT module. VEPL's maintenance and reporting duties pass to the redesigned International Trade functions in S/4HANA.,reviewed,6.6.1,368
VESK,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","The last stop for VESK is your old ERP system. SD Foreign Trade is not part of S/4HANA, and its maintenance and reporting codes are superseded by International Trade and SAP GTS.",reviewed,6.6.1,368
VF42,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","The sales document update run disappears with SD revenue recognition. RAR takes over, and open contracts carrying deferred revenue must be migrated to it before conversion.",reviewed,6.2.2,252
VF43,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","Revenue recognition posting documents from the old module can no longer be displayed here. SD Revenue Recognition is removed outright, with RAR as the successor required for IFRS 15.",reviewed,6.2.2,252
VF44,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","Your revenue realisation worklist moves to a new home. VF44 ends with SD Revenue Recognition, and the equivalent processing runs inside SAP Revenue Accounting and Reporting.",reviewed,6.2.2,252
VF45,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","Revenue reporting from the old SD module stops at conversion. RAR carries the successor reporting, and any open contracts with deferred revenue need migrating to it beforehand.",reviewed,6.2.2,252
VF46,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","Cancelling revenue recognition postings is a task that ends with the module. VF46 is removed, and corrections are handled within RAR going forward.",reviewed,6.2.2,252
VF47,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","The consistency check for SD revenue recognition data has no place in S/4HANA. With the module removed outright, RAR provides the equivalent controls.",reviewed,6.2.2,252
VF48,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","The compare report goes with the rest of SD Revenue Recognition. RAR is the successor, and it is required for IFRS 15 compliance, so plan the contract migration before conversion.",reviewed,6.2.2,252
VI08X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Import-side foreign trade processing through VI08X retires with SD-FT. Equivalent checks run in International Trade and SAP GTS in S/4HANA.,reviewed,6.6.1,368
VI09X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Your import processing here moves on. VI09X goes with the SD Foreign Trade module, and the corresponding checks are handled by International Trade and SAP GTS.",reviewed,6.6.1,368
VI10X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Removed with the import side of SD Foreign Trade. Where VI10X handled import processing, International Trade and SAP GTS take over in S/4HANA.",reviewed,6.6.1,368
VI14X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Import handling under the old foreign trade module ends, taking VI14X with it. The successor checks live in International Trade and SAP GTS.",reviewed,6.6.1,368
VI64X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","This import-side transaction does not make the journey to S/4HANA. SD-FT is retired, and its import checks re-run inside International Trade and SAP GTS.",reviewed,6.6.1,368
VI77X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","SD Foreign Trade's import processing, including VI77X, is switched off in S/4HANA. Run the equivalent checks through International Trade or SAP GTS.",reviewed,6.6.1,368
VI79X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Withdrawn as part of the SD-FT import scope. VI79X's processing is covered by International Trade and SAP GTS going forward.,reviewed,6.6.1,368
VI80X,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Import-side processing in VI80X ends when SD Foreign Trade does. S/4HANA hands the equivalent checks to International Trade and SAP GTS.,reviewed,6.6.1,368
VIEX,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","On the import side of foreign trade, VIEX is retired with the SD-FT module. International Trade and SAP GTS carry the equivalent processing in S/4HANA.",reviewed,6.6.1,368
VIIM,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Retired together with SD-FT's import processing. What you did in VIIM is handled by the International Trade functions and SAP GTS.,reviewed,6.6.1,368
VIWE,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","The import processing behind VIWE is not part of S/4HANA. With SD-FT removed, International Trade and SAP GTS run the equivalent checks.",reviewed,6.6.1,368
VKM1,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)","Releasing blocked sales documents moves to UKM_MY_DCDS, the documented credit decisions transaction SAP names as the direct replacement. Each release is handled as a documented credit decision.",reviewed,6.3.1,268
VKM2,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)","Working blocked and released SD documents shifts into FSCM, where UKM_MY_DCDS and case management handle documented credit decisions in place of VKM2.",reviewed,6.3.1,268
VKM3,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)","Your blocked-document processing screen changes address. VKM3's work moves to documented credit decision handling in FSCM, through UKM_MY_DCDS and case management.",reviewed,6.3.1,268
VKM4,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)",Processing blocked and released sales documents through VKM4 ends with old credit management. The same task runs as documented credit decisions in FSCM via UKM_MY_DCDS.,reviewed,6.3.1,268
VKM5,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)","For blocked and released SD documents, head to UKM_MY_DCDS in FSCM. VKM5 is replaced by documented credit decision handling under SAP Credit Management.",reviewed,6.3.1,268
VL51A,,IND-Automotive,deleted,,none,"S4TWL - Planning Regular Route Shipments (S4TWL item 13.2.6, SAP Note 2270399)",,pending,13.2.6,1055
VL52A,,IND-Automotive,deleted,,none,"S4TWL - Planning Regular Route Shipments (S4TWL item 13.2.6, SAP Note 2270399)",,pending,13.2.6,1055
VL53A,,IND-Automotive,deleted,,none,"S4TWL - Planning Regular Route Shipments (S4TWL item 13.2.6, SAP Note 2270399)",,pending,13.2.6,1055
VL54A,,IND-Automotive,deleted,,none,"S4TWL - Planning Regular Route Shipments (S4TWL item 13.2.6, SAP Note 2270399)",,pending,13.2.6,1055
VPW1,,SD,replaced,,none,"S4TWL - Business Role Internal Sales Representative (S4TWL item 11.1.4, SAP Note 2271150)",,pending,11.1.4,996
VPWL,,SD,replaced,,none,"S4TWL - Business Role Internal Sales Representative (S4TWL item 11.1.4, SAP Note 2271150)",,pending,11.1.4,996
VTCU,,IND-Automotive,replaced,,none,"S4TWL - Material Version (S4TWL item 13.2.5, SAP Note 2270398)",,pending,13.2.5,1053
VX99,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Export-side legal control and documentary processing ends with SD Foreign Trade. VX99's successors sit in International Trade legal control and, for letters of credit, Trade Finance.",reviewed,6.6.1,368
VXCZ,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","On the export side, VXCZ retires with the SD-FT module. Legal control moves to International Trade, and documentary business is handled by Trade Finance.",reviewed,6.6.1,368
VXHU,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Export documentary processing through VXHU is withdrawn in S/4HANA. The replacement capabilities are International Trade legal control and Trade Finance.,reviewed,6.6.1,368
VXPL,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)",Retired with SD-FT's export scope. VXPL's legal control and documentary work passes to International Trade and Trade Finance in S/4HANA.,reviewed,6.6.1,368
VXSK,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","The export-side processing behind VXSK does not carry over. SD Foreign Trade is removed, with International Trade legal control and Trade Finance as the successors.",reviewed,6.6.1,368
WAO_QA32WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
WAO_QM10WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
